"","n_safty_rating","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","freq_agent","lon","lat","quoted_amt","credit_score"
"425",72,0,0,4,2,0,1,1,3,2,74,1,-73.9859414,40.822166,2511,684
"427",117,0,0,0,1,1,2,0,3,0,92,1,-80.3129541,25.7621935,987,761
"428",192,1,1,8,0,4,3,0,1,0,135,1,-88.0460894,42.9688506,NA,540
"433",69,0,0,5,0,0,1,0,1,0,34,0,-86.8972854,33.5061087,3690,644
"434",72,1,0,4,0,4,1,2,2,1,54,1,-73.5535234,40.6488134,10012,517
"437",101,0,0,8,2,0,2,0,3,0,73,0,-73.1674128,41.1743166,1991,788
"438",96,0,0,2,0,4,2,3,1,1,62,1,-77.6221091,43.1491054,6602,577
"440",147,1,1,7,2,0,2,1,3,1,60,1,-74.2120629,40.821948,4425,NA
"442",86,1,1,7,1,1,1,3,3,0,17,1,-80.3992652,25.6653934,2119,605
"444",287,1,0,9,2,0,4,1,1,0,142,0,-80.6437906,28.1543081,2927,649
"445",80,0,0,5,1,4,1,2,1,2,17,1,-74.1122506,40.0876046,2312,629
"446",142,0,0,4,2,2,2,2,1,1,59,1,-93.258095,44.9956414,1387,721
"448",79,1,1,0,2,2,1,1,3,0,55,1,-74.2326058,40.7680056,1169,743
"449",83,0,0,1,2,0,1,2,1,0,71,1,-82.6321376,27.7929237,1946,778
"450",236,0,0,0,0,4,5,0,2,0,122,1,-93.3337208,45.1243266,2738,706
"451",73,0,0,7,1,3,1,2,1,0,53,0,-87.8991514,43.0439776,7455,569
"452",91,0,0,7,2,1,1,1,3,1,44,1,-73.7389596,40.6584068,1442,800
"453",157,0,0,4,1,2,2,3,1,1,49,1,-74.0593872,40.2448804,2410,605
"455",63,1,1,1,2,1,1,1,1,1,43,1,-82.5023464,27.890814,2276,692
"458",81,0,0,9,1,1,1,2,1,2,46,1,-82.4698603,28.0869646,2108,603
"459",69,1,0,8,2,2,1,0,2,1,58,1,-80.2962385,25.778647,2975,620
"460",339,0,0,3,2,0,5,0,1,0,128,1,-93.3767976,45.0155422,1390,749
"461",42,0,0,1,2,0,1,2,3,0,18,1,-82.7401087,27.8219579,4518,622
"462",160,1,0,9,0,1,2,1,1,0,104,0,-73.6506776,40.7987048,6610,535
"463",233,0,0,1,0,2,3,1,2,1,80,1,-80.1484407,25.783312,5091,711
"464",255,0,0,5,2,2,4,2,2,0,88,1,-75.0903154,39.9546859,1000,NA
"465",237,0,0,0,1,4,3,2,3,2,101,1,-78.7079381,42.9007932,3480,629
"468",71,1,1,0,1,4,1,0,3,0,18,1,-73.2676903,40.7276613,2695,664
"470",170,0,0,5,2,3,2,0,2,0,81,1,-75.1253492,39.8888931,1034,714
"471",145,0,0,7,1,0,2,1,2,1,123,0,-88.372493,44.2837065,7336,546
"472",208,0,0,4,2,3,3,1,2,0,127,1,-73.0346244,40.8085015,1939,711
"473",314,0,0,4,2,1,4,1,2,0,220,1,-74.0623244,40.1030781,1641,725
"474",178,0,0,9,2,1,3,2,2,0,82,1,-80.3380213,25.5734243,4492,650
"476",28,0,0,2,0,1,1,2,1,2,55,0,-74.955948,40.0223314,3005,605
"477",92,0,0,9,0,3,1,2,1,1,40,1,-84.2061404,33.7939307,23510,581
"478",74,0,0,3,1,1,1,0,2,2,46,0,-74.0887576,40.7008528,1275,729
"479",174,1,0,0,1,1,2,1,2,0,116,1,-80.3324514,26.1059556,4665,593
"480",98,1,1,9,2,0,1,3,2,0,44,1,-73.1231585,40.8169046,5857,637
"481",91,1,1,4,1,2,1,0,2,0,52,0,-74.5521869,40.9479587,4116,685
"482",209,0,0,7,0,0,3,2,1,1,90,0,-73.8360251,40.8476284,7217,486
"484",156,0,0,3,1,0,2,2,2,1,80,1,-74.5404694,40.5702869,1100,745
"485",134,1,1,5,2,0,2,2,1,0,59,0,-76.1841701,43.1085295,5921,574
"486",172,0,0,5,2,3,3,2,1,2,75,0,-75.064035,39.8783477,2206,564
"488",149,0,0,4,2,1,2,2,1,0,102,0,-81.806039,26.1917113,1199,749
"489",78,0,0,2,0,4,1,2,1,1,49,1,-84.3489467,33.7845409,18061,558
"490",232,0,0,2,1,2,3,1,1,1,122,0,-73.7860276,42.6757698,16811,518
"491",73,0,0,8,1,2,1,2,2,1,17,1,-82.7401087,27.9385015,3647,639
"492",202,0,0,2,0,4,3,0,1,1,96,1,-86.9173327,33.4730218,23519,537
"493",69,0,0,1,0,4,1,1,2,0,67,0,-81.9425701,26.5804293,6584,541
"496",359,0,0,5,0,2,5,1,2,1,135,1,-82.6861446,27.7374908,7516,592
"498",91,0,0,3,0,3,1,2,1,1,56,0,-86.8671989,33.5053544,18350,571
"501",311,1,1,4,0,0,4,1,1,1,129,1,-73.6241855,40.6986257,10689,583
"502",285,0,0,9,1,3,4,0,1,0,93,1,-80.1372757,25.9581433,1549,716
"503",55,1,1,4,1,2,1,0,2,0,16,1,-74.0094471,40.7860123,5159,634
"505",75,0,0,2,2,0,1,2,2,0,46,1,-74.2296713,40.8589645,3570,643
"506",73,0,0,5,2,2,1,0,1,1,62,1,-82.7401087,27.9385015,811,770
"508",155,0,0,4,1,1,2,0,1,1,100,1,-93.0485951,44.9687549,3011,662
"509",135,0,0,7,2,2,2,2,2,0,108,1,-74.0946311,40.6274394,2550,663
"510",199,0,0,9,0,4,3,2,1,0,83,1,-73.506402,40.6814503,13196,566
"511",347,1,0,1,2,0,5,0,1,2,179,1,-72.937198,41.2958246,1799,792
"513",232,0,0,2,1,2,3,0,2,0,71,1,-93.3337208,45.1243266,3676,668
"514",132,0,0,5,1,0,2,1,1,0,99,1,-82.723924,27.791959,2857,619
"516",53,0,0,4,1,2,1,1,2,0,31,1,-73.6359602,40.6608095,3855,637
"519",186,0,0,0,1,2,3,1,1,1,92,1,-73.8036752,40.8996475,8051,645
"520",85,0,0,3,1,3,1,2,2,0,44,1,-72.8456399,40.8093249,1843,744
"523",68,1,0,0,1,0,1,2,1,0,16,1,-82.7428057,28.0056225,5527,621
"524",57,0,0,3,2,0,1,0,1,2,62,1,-74.2296713,40.8589645,4122,653
"526",281,0,0,4,0,3,5,3,2,0,170,1,-80.0926014,26.3058811,3851,708
"527",176,1,0,4,1,2,3,1,1,0,80,1,-73.9800645,40.6483744,2167,659
"528",58,0,0,1,0,4,1,0,1,2,43,1,-88.0411993,43.0513426,22248,556
"530",123,1,1,2,1,3,2,0,3,1,117,1,-73.7683784,41.0322939,9477,630
"533",129,0,0,1,1,3,2,1,2,0,101,1,-81.4388858,28.5775287,3514,634
"535",61,0,0,4,1,3,1,0,3,2,41,1,-78.8099472,42.8820351,3564,621
"536",208,0,0,0,0,3,3,1,3,0,128,1,-73.471054,40.666393,2525,635
"537",129,0,0,9,1,3,2,0,1,0,102,0,-80.1763467,26.1889227,2136,612
"538",274,0,0,5,0,4,3,1,1,2,131,1,-73.2411506,40.7754622,3580,584
"539",165,0,0,5,1,1,2,0,1,0,79,0,-80.0590804,26.5254562,4334,635
"540",371,0,0,0,0,0,6,2,1,0,141,0,-73.6477342,40.692165,4917,643
"541",174,0,0,1,2,0,2,1,2,1,100,1,-80.3992652,25.6653934,2303,570
"543",133,0,0,4,1,3,2,0,1,1,98,0,-74.1181234,40.9074337,2013,606
"544",125,1,0,9,0,3,2,2,1,0,99,1,-78.8241068,42.8954613,3811,646
"545",91,0,0,0,1,0,1,2,1,0,60,1,-73.6447908,40.7583894,4732,694
"547",164,0,0,0,1,1,2,2,3,2,113,1,-73.4828374,40.7470968,2961,728
"548",161,0,0,9,0,2,2,2,1,0,60,1,-93.2533339,44.9398026,4773,615
"549",175,0,0,0,2,0,2,2,2,2,57,0,-73.9447994,40.8557765,4325,679
"550",151,0,0,9,2,0,2,1,1,0,101,1,-93.2935778,44.9479791,505,801
"552",38,0,0,4,2,0,1,1,3,2,70,0,-82.7940297,27.9413341,3071,637
"553",76,0,0,6,0,4,1,2,1,1,63,1,-72.8692711,41.3220272,7616,531
"554",390,1,1,2,1,1,6,1,2,1,138,1,-73.7801447,40.7779482,4239,660
"555",312,1,1,8,2,1,5,1,1,1,120,0,-74.1680347,39.937763,2274,589
"556",15,0,0,9,0,4,1,3,2,0,53,1,-80.2056382,25.7564471,4458,682
"557",320,1,0,0,1,1,5,1,3,1,130,0,-73.4239143,41.0924881,5492,677
"558",63,1,0,7,2,3,1,1,1,1,49,1,-78.8778946,42.9752741,4421,640
"559",70,0,0,5,1,3,1,2,1,2,48,1,-73.8713099,40.8723987,5539,741
"560",120,0,0,2,0,3,2,2,3,0,82,1,-73.9506774,40.6788319,7516,598
"561",169,1,1,3,0,4,2,1,3,1,95,0,-84.4697663,33.9290987,14973,484
"562",66,0,0,0,0,0,1,0,1,0,54,1,-73.88601,40.8621792,8196,570
"567",166,0,0,1,0,4,2,1,1,1,94,1,-80.593833,28.179854,5021,719
"569",147,0,0,0,0,4,2,1,3,1,53,0,-75.2187346,43.0808833,5665,608
"570",145,0,0,4,1,2,2,0,3,0,108,1,-84.3883717,33.755711,2496,708
"571",62,0,0,9,0,3,1,3,3,0,41,1,-81.6309078,30.243028,3129,586
"572",348,1,0,4,1,3,5,2,1,1,122,0,-74.0270745,40.773694,3576,600
"574",122,1,1,6,0,4,2,1,2,1,61,1,-80.4604643,25.733888,7294,534
"576",217,0,0,3,0,3,3,0,2,1,80,0,-74.8097703,40.1181399,1150,794
"577",60,0,0,5,1,2,1,2,1,0,38,0,-74.3910019,40.398174,3219,699
"578",161,0,0,3,2,3,2,0,2,1,95,1,-93.2693572,44.9836543,2954,605
"579",123,0,0,3,0,4,2,1,2,1,119,1,-74.223802,40.695062,2523,667
"581",160,1,0,2,2,1,2,1,2,2,94,1,-73.7389596,40.6584068,4569,711
"582",257,0,0,9,2,1,3,1,1,1,112,1,-74.0388252,40.9528921,1020,798
"583",84,0,0,5,2,0,1,1,1,0,56,1,-74.3088879,40.5309535,2830,608
"585",157,0,0,2,2,0,3,0,1,0,133,1,-74.2824862,40.5545823,1819,765
"586",312,0,0,5,2,2,4,1,2,0,117,0,-73.9065883,41.0938791,10826,587
"587",46,0,0,5,1,3,1,1,3,0,36,1,-73.3119159,40.8647497,5601,621
"589",158,0,0,5,2,0,2,2,1,0,123,1,-74.3059546,40.6569929,1459,776
"590",173,0,0,3,0,3,2,0,1,1,102,0,-83.2850499,30.8449234,6586,510
"591",165,1,0,9,0,3,2,1,1,0,112,0,-84.5903367,33.8955185,7508,588
"593",228,0,0,4,0,3,3,0,2,1,117,1,-73.3060197,40.7111586,9172,597
"595",59,0,0,1,1,2,1,1,1,1,17,1,-73.9065883,40.8971509,5290,NA
"598",339,0,0,7,1,2,5,2,1,1,148,1,-80.2265545,26.1514248,6641,536
"599",142,0,0,1,2,2,2,0,2,0,74,1,-82.394,28.0362327,3467,672
"600",59,0,0,5,2,3,1,1,1,0,61,1,-78.8439268,42.9334868,3177,671
"601",223,1,1,9,2,1,3,0,2,2,98,1,-93.2231727,44.9406559,1331,715
"602",209,0,0,0,2,3,3,2,1,0,104,1,-80.2042436,25.7870967,3230,721
"603",224,0,0,9,2,2,3,2,2,1,84,1,-74.2326058,40.7680056,1210,760
"604",150,0,0,4,2,1,2,1,1,0,86,0,-74.7863698,40.2450268,4379,662
"605",80,0,0,5,0,3,1,2,1,1,32,1,-73.7536695,40.7469886,3870,741
"606",339,0,0,2,2,0,5,1,1,1,123,1,-74.2296713,40.6216016,1685,713
"607",92,0,0,3,0,4,1,0,3,0,41,1,-74.103441,40.8535873,4898,641
"611",79,1,1,7,1,2,1,1,1,0,16,0,-73.9525825,40.8032131,5589,689
"612",74,0,0,1,0,1,1,2,3,0,17,0,-87.8255014,42.7333428,13628,595
"613",53,0,0,2,2,1,1,3,1,0,49,0,-73.9271644,40.7595044,3009,681
"614",214,0,0,6,2,0,4,1,3,0,137,1,-73.0346244,41.5903353,1930,765
"616",200,0,0,2,1,2,3,3,2,0,66,1,-93.0275802,44.8759802,1520,717
"617",171,0,0,5,1,1,2,2,2,0,96,0,-74.2971543,40.727549,3581,644
"618",91,1,1,7,3,1,1,2,1,0,52,1,-73.6683371,40.6383133,4887,634
"619",59,1,1,0,0,0,1,0,3,0,43,0,-73.8036752,40.8996475,6621,615
"621",222,0,0,0,0,0,3,3,1,0,124,1,-88.0411993,43.0513426,24909,604
"622",335,0,0,1,2,0,4,1,3,1,129,1,-72.6032895,41.7516768,3678,669
"623",213,0,0,6,1,0,3,2,2,1,129,1,-80.109357,26.2778269,5523,693
"625",359,1,0,7,2,1,5,3,1,0,142,1,-73.0346244,40.8085015,1455,749
"627",70,0,0,6,1,2,1,1,1,1,46,1,-80.3547286,25.9904176,462,770
"628",219,0,0,5,0,1,3,0,1,1,103,1,-84.3436881,33.9900649,20890,524
"629",195,0,0,1,0,4,3,2,1,0,79,1,-73.9932872,40.755322,5199,NA
"630",236,1,0,3,0,1,4,2,1,2,103,1,-73.195196,41.1865502,6847,588
"631",109,0,0,0,0,2,2,2,1,1,100,1,-81.8716058,26.5588224,7765,632
"632",250,0,0,5,2,2,3,1,2,1,110,1,-80.2711588,26.0725672,1529,712
"633",151,1,0,9,1,1,2,1,3,0,139,1,-80.1484407,25.9003878,6942,571
"634",71,0,0,4,0,4,1,1,3,0,44,0,-80.360297,25.7038331,3600,712
"635",154,0,0,1,1,1,2,1,2,0,94,0,-75.9065783,42.1017651,2265,671
"636",358,0,0,0,1,1,5,2,2,0,137,0,-74.3851379,40.6407094,2383,644
"637",181,1,1,4,2,2,2,0,1,0,121,1,-73.859549,40.693029,2066,580
"638",51,0,0,7,2,1,1,3,1,1,75,1,-77.5504779,43.1770344,7711,545
"639",132,0,0,1,1,1,2,2,2,2,84,1,-73.2116584,41.1687117,3270,539
"640",75,1,1,1,0,0,1,1,1,0,46,0,-87.8255014,42.7333428,22600,575
"641",146,0,0,1,1,2,2,3,2,2,104,1,-73.5181833,40.7621388,4310,627
"642",76,1,1,9,0,0,1,1,1,1,44,1,-88.18,30.55,10699,532
"644",194,1,0,6,2,1,3,1,1,0,65,1,-73.541744,41.0901834,2112,609
"647",97,0,0,2,0,4,1,0,3,0,36,0,-76.7913558,42.069498,1407,760
"648",54,1,1,3,1,1,1,1,3,0,20,0,-74.0828839,39.9483893,5770,697
"649",72,1,0,2,1,4,1,0,1,0,38,1,-74.3997976,40.6303421,4811,784
"650",88,1,0,4,1,1,1,2,3,0,30,1,-82.7401087,27.9385015,3178,726
"652",220,0,0,6,1,3,3,1,2,1,70,0,-74.4818698,40.6019636,4119,628
"653",76,0,0,2,0,4,1,2,3,0,48,1,-74.1357407,41.062513,1427,689
"655",83,0,0,7,1,3,1,2,2,0,53,1,-74.2824862,40.5545823,5007,638
"656",213,0,0,2,2,0,3,3,1,0,128,0,-73.9565551,40.6648278,4534,647
"658",80,1,1,9,1,1,1,0,1,0,51,1,-76.1348944,43.0619897,3149,602
"659",80,1,1,4,1,0,1,2,1,0,46,1,-84.2061404,33.7939307,26622,584
"660",240,0,0,7,0,4,3,2,3,0,137,1,-73.8477874,40.9675084,4703,715
"661",62,0,0,0,2,2,1,1,2,0,41,1,-72.9992013,40.8818158,4830,703
"662",228,1,1,4,1,2,3,1,3,0,126,1,-73.6948234,40.847001,13458,609
"663",223,0,0,5,0,4,3,1,1,0,129,0,-89.3724769,43.0833196,8512,611
"665",24,0,0,6,1,1,1,3,1,0,49,1,-81.6555607,30.3276337,2034,649
"667",207,1,1,6,1,2,3,0,2,0,112,1,-74.2590148,40.749443,2579,700
"668",248,1,1,3,3,4,3,0,2,0,127,1,-74.0153231,40.6385229,2437,568
"669",202,0,0,0,0,4,3,2,1,1,126,1,-73.0464309,40.9086014,6409,553
"670",84,0,0,0,0,3,1,3,1,1,29,0,-80.2042436,25.8105183,3601,744
"671",69,0,0,9,1,0,1,2,1,0,54,1,-74.0153231,40.6137658,2410,581
"672",205,1,1,1,2,0,3,0,1,2,82,1,-80.3324514,26.1059556,3849,655
"674",135,0,0,9,1,4,2,0,3,1,72,1,-80.3491599,25.7616792,1843,755
"676",227,0,0,5,1,1,3,0,3,0,94,1,-74.4203192,40.3823028,1180,762
"678",258,0,0,4,1,1,3,2,2,0,124,1,-73.9447994,40.8557765,6229,516
"680",58,0,0,8,1,3,1,2,1,0,48,1,-82.5348172,27.9741076,3982,702
"681",164,0,0,9,1,1,2,1,1,0,124,0,-72.937198,41.2958246,1789,770
"682",88,0,0,7,2,0,1,2,1,1,53,0,-74.0094471,40.6772802,2239,598
"683",322,1,1,1,3,1,5,2,1,1,104,1,-73.9521468,40.7766412,5856,542
"684",152,0,0,7,0,4,2,1,3,2,88,1,-73.0464309,40.9086014,8912,555
"685",54,1,1,0,2,0,1,2,3,0,41,0,-80.1316927,26.6064003,2454,632
"686",224,1,1,9,0,4,3,0,1,1,102,0,-88.372493,44.2837065,13385,535
"687",76,0,0,0,1,2,1,2,3,0,56,1,-78.7079381,42.9007932,4697,622
"688",123,1,1,2,0,4,2,0,1,1,132,1,-75.0698754,39.8388611,3265,638
"690",92,1,1,4,0,4,1,1,2,1,52,1,-77.6020569,43.1683888,9868,578
"692",149,1,0,6,1,3,2,2,2,1,105,1,-81.2849169,28.4750405,2046,609
"693",170,0,0,3,1,1,2,1,1,2,102,1,-74.1093141,40.8248063,2672,638
"694",70,1,1,1,0,3,1,1,1,1,56,1,-84.4750137,33.7234034,21934,540
"695",308,0,0,4,1,2,5,2,1,0,147,1,-74.1797766,40.6517773,3893,611
"696",165,1,1,5,1,4,2,1,2,0,121,1,-75.064035,39.9135471,2636,664
"697",148,0,0,1,2,0,2,3,1,0,146,1,-77.6063541,43.1581207,1189,784
"698",222,0,0,6,1,3,3,0,2,0,68,1,-80.2823063,25.839203,2857,674
"699",77,1,1,7,1,2,1,1,3,0,37,1,-73.8801301,40.7182124,4735,581
"700",36,0,0,2,0,4,1,0,2,0,49,1,-73.8977693,40.9180569,3787,679
"701",75,0,0,1,1,0,1,0,3,0,59,1,-80.128901,26.1242719,4554,644
"702",79,1,1,2,0,4,1,3,2,0,48,0,-82.0161996,33.3701528,15169,526
"703",227,1,0,3,2,2,3,2,1,1,133,0,-74.45185,40.4861552,2274,592
"705",92,0,0,5,1,2,1,0,3,0,28,1,-74.1445487,40.923473,3282,668
"706",146,1,1,5,0,4,2,1,2,1,92,1,-75.0523534,39.8667532,5264,614
"707",79,0,0,2,1,2,1,1,2,0,50,0,-74.0123851,41.0991263,5044,607
"708",73,0,0,8,2,0,1,1,2,0,50,1,-79.2815333,42.1099323,3889,669
"709",221,1,1,8,0,4,3,1,3,0,73,1,-80.1819268,25.8558416,2845,660
"711",84,0,0,0,1,3,1,1,2,1,52,1,-74.7161489,40.1956132,2221,729
"712",213,0,0,4,1,2,3,1,1,1,99,1,-73.0700421,41.3427765,2969,636
"714",146,0,0,2,0,4,2,0,1,2,56,1,-73.8095574,40.9546405,8796,529
"715",197,0,0,1,0,3,3,1,3,0,81,1,-73.8977693,40.9180569,8225,518
"717",186,1,1,2,1,3,3,2,2,0,81,1,-74.2971543,40.727549,63,704
"718",124,0,0,5,2,3,2,1,1,0,61,1,-73.7772032,40.6812166,2431,692
"719",165,1,1,0,0,3,2,2,2,1,120,1,-80.1121493,26.1640451,4046,714
"720",72,0,0,0,1,1,1,1,3,1,65,1,-73.9859414,40.6195067,2592,588
"721",154,0,0,9,2,1,2,1,1,0,81,1,-73.8801301,40.841618,4697,671
"722",139,0,0,5,3,2,2,2,3,0,117,1,-87.879523,43.0824328,13175,490
"723",66,0,0,0,0,0,1,2,2,0,16,1,-87.9432837,43.1272254,17780,597
"724",52,0,0,4,2,1,1,1,3,2,18,0,-78.7986181,42.9674726,1800,721
"725",89,0,0,4,0,4,1,1,2,0,72,1,-73.7271909,40.6270365,5227,587
"727",73,0,0,1,2,2,1,1,1,0,36,1,-81.9425701,26.5804293,1622,758
"728",89,0,0,4,1,1,1,0,1,2,46,1,-73.977126,40.6009233,6895,573
"729",153,0,0,4,1,3,2,1,1,0,104,1,-73.4474855,40.6826867,11106,581
"730",136,1,1,3,0,4,2,3,1,2,74,0,-89.3084607,43.099931,13191,463
"731",202,0,0,0,2,0,3,1,1,0,99,1,-74.1856472,40.7663804,4527,718
"733",231,0,0,5,0,3,3,2,1,0,116,0,-73.9800645,40.7769059,6683,579
"734",64,1,0,2,0,2,1,0,2,0,43,1,-74.1386767,40.9965212,7395,578
"735",123,0,0,3,2,4,2,1,2,0,104,0,-74.0447003,41.0078617,1448,748
"736",215,0,0,8,1,1,3,2,3,2,132,1,-82.6861446,28.0055309,2851,671
"737",93,0,0,4,1,3,1,0,1,1,69,1,-73.9874105,40.7322535,5012,573
"738",336,0,0,2,0,0,6,2,1,0,170,0,-87.8304145,42.564798,12451,567
"739",78,0,0,4,1,0,1,1,1,0,42,1,-93.2332244,44.903044,2570,676
"741",57,1,0,1,0,3,1,1,1,0,54,1,-72.7274495,41.7370975,6172,554
"742",50,0,0,9,2,0,1,1,2,2,39,0,-73.6359602,40.6311473,3308,691
"743",171,0,0,5,1,1,2,2,3,0,67,1,-73.8830701,40.8050442,2898,626
"744",165,0,0,5,2,1,3,1,1,0,120,0,-74.2868868,40.7199369,3412,612
"745",93,0,0,9,2,4,1,1,1,2,39,0,-80.2070328,25.7667897,4399,681
"746",210,0,0,4,1,0,3,1,3,0,136,1,-80.1819268,25.8909628,4386,619
"748",73,0,0,7,1,2,1,1,1,1,65,1,-73.977126,40.8874882,4967,649
"749",18,0,0,9,1,1,1,1,1,1,19,1,-80.1930859,25.9502474,3262,589
"750",327,0,0,4,2,2,5,2,1,1,118,0,-74.3059546,40.6569929,5077,655
"751",225,0,0,0,0,4,3,1,1,1,149,1,-73.9859414,40.6986772,12203,601
"752",20,0,0,2,1,2,1,1,1,1,18,0,-74.7015158,40.8967137,1589,778
"754",209,0,0,6,1,2,3,1,1,1,84,0,-81.4086665,30.3173383,3326,604
"756",88,0,0,6,2,1,1,2,2,0,63,0,-73.8727799,40.6516509,3896,625
"757",345,0,0,1,0,2,5,2,1,1,184,1,-73.7095365,40.6294348,4250,659
"758",168,1,1,2,0,4,2,1,1,0,116,0,-86.6157527,34.7438027,13859,491
"760",244,0,0,7,2,4,4,0,1,1,137,1,-82.8263615,27.9779747,2868,673
"761",189,0,0,5,0,4,3,2,2,0,92,0,-86.8069698,33.4702383,12720,517
"763",171,0,0,0,2,1,3,1,3,0,127,1,-73.8330844,40.6966538,5818,617
"766",294,0,0,3,1,3,4,2,2,1,117,0,-74.0270745,40.8773217,4626,644
"767",164,0,0,5,0,4,2,1,2,0,68,1,-74.156292,40.9300511,946,780
"768",100,0,0,4,2,0,2,0,1,0,93,1,-74.1063776,40.7972384,3645,683
"769",380,0,0,1,1,1,5,2,3,0,184,1,-81.5925427,30.3378989,1795,739
"770",140,0,0,2,0,4,2,1,2,0,57,1,-84.338429,33.8730946,9519,532
"771",301,0,0,7,2,1,4,2,3,2,102,1,-73.1261091,40.9132244,5226,540
"772",90,0,0,4,2,1,1,1,2,0,48,1,-80.3547286,25.9904176,3124,673
"773",232,1,1,5,0,3,3,0,1,1,70,0,-88.4306955,43.789674,6702,554
"775",61,0,0,2,1,1,1,0,3,0,57,1,-73.9653715,40.6190629,7180,531
"779",73,0,0,3,0,4,1,0,2,0,33,1,-80.2070328,25.8487631,6700,494
"780",27,1,0,7,0,3,1,1,1,2,17,0,-73.6506776,40.7987048,12344,541
"781",106,0,0,0,0,0,2,2,3,1,100,1,-74.4379073,40.4494047,6911,518
"782",92,0,0,7,2,0,1,3,2,0,40,1,-74.2707509,40.5827122,2030,635
"783",379,0,0,4,1,2,5,0,2,0,157,0,-81.7021049,26.1916102,2486,643
"784",155,1,1,6,1,2,2,1,1,1,94,1,-80.2056382,25.7564471,3348,638
"786",194,0,0,4,0,4,3,0,2,1,125,1,-73.7889689,40.9492193,6771,559
"787",196,1,1,7,0,4,3,2,1,0,106,0,-73.8477874,40.8690303,1188,794
"791",149,1,1,6,1,4,2,1,2,0,78,1,-77.6063541,43.1581207,2585,711
"792",283,1,1,9,1,2,4,2,2,1,149,1,-73.8448469,40.6736207,5268,658
"793",145,1,0,1,1,1,2,1,1,0,102,0,-81.3124341,28.6678749,2111,658
"794",48,0,0,9,0,2,1,3,1,0,81,1,-76.8728167,42.6841834,7669,541
"795",175,0,0,4,1,2,2,2,2,2,108,1,-73.9418603,40.5860069,3956,635
"796",88,0,0,0,3,3,1,1,1,0,44,0,-74.4232507,40.7623187,2190,629
"798",278,0,0,8,0,1,4,1,3,0,119,1,-80.1819268,26.3003637,2383,659
"799",147,1,1,5,0,1,2,1,1,0,113,1,-86.8094808,33.489895,27656,538
"800",57,0,0,2,1,1,1,0,1,0,51,1,-75.0786357,39.8525918,4456,684
"801",111,0,0,9,1,1,2,1,2,0,63,1,-77.6364299,43.1816979,4008,636
"802",158,1,0,2,0,4,2,2,1,1,94,1,-74.505312,39.3317283,1625,825
"803",116,1,1,0,1,3,2,2,3,0,68,1,-73.1172573,40.8602892,3073,650
"804",133,0,0,9,2,3,2,3,1,1,95,1,-74.2003231,40.8400532,2921,668
"807",186,0,0,6,0,4,3,0,3,0,91,1,-73.9536163,40.6470923,3183,559
"808",44,0,0,0,2,0,1,1,2,0,42,0,-73.9447994,40.7916407,2710,638
"809",77,0,0,4,1,1,1,0,3,0,62,1,-73.9859414,40.822166,5072,677
"810",NA,0,0,7,1,3,3,0,3,2,104,1,-73.9506774,40.8270209,3448,674
"812",60,0,0,7,0,4,2,2,1,0,98,1,-73.8242621,40.8262186,15087,617
"813",77,0,0,6,0,4,1,2,3,0,60,1,-81.3674389,28.6366753,7035,489
"815",146,0,0,3,2,2,2,3,1,1,77,0,-93.3132624,45.1670628,1055,704
"816",86,0,0,0,1,2,1,1,2,0,48,1,-80.2711588,25.7213213,3378,658
"817",165,0,0,3,2,0,2,2,3,0,100,1,-74.0329499,40.6212119,7351,629
"818",55,0,0,1,2,0,1,0,1,1,18,1,-72.6919814,41.7895977,3878,623
"819",78,1,0,4,2,0,1,2,2,1,63,0,-74.1416127,40.8811561,2174,699
"820",202,0,0,5,0,0,3,2,1,0,81,1,-80.2377078,25.7307897,3228,619
"822",54,0,0,4,1,1,1,2,1,2,19,1,-73.8272029,40.87347,7695,581
"823",142,0,0,9,1,2,2,0,2,0,50,1,-74.1533563,40.843339,3932,641
"824",173,0,0,7,2,0,2,0,1,1,61,1,-73.3296037,40.7343811,3281,666
"828",85,0,0,9,0,3,1,3,1,0,36,1,-82.5564559,28.0684157,2334,661
"830",79,0,0,5,1,3,1,1,2,0,64,1,-75.1837216,39.7857414,2266,539
"831",140,0,0,4,2,0,2,2,2,0,89,1,-75.0289877,39.8385235,924,799
"832",247,0,0,5,0,4,4,3,1,0,122,1,-73.8154394,41.0390683,8494,554
"834",227,0,0,8,1,1,3,1,2,0,100,1,-82.5456374,27.3681789,4304,642
"835",77,0,0,9,1,2,1,1,2,0,19,0,-74.1533563,40.8235952,5029,676
"836",136,0,0,4,2,0,2,3,2,0,80,1,-73.8242621,40.9247625,768,748
"837",204,0,0,6,1,1,3,2,2,1,110,1,-80.1149414,26.237305,1815,733
"839",81,0,0,5,1,0,1,2,1,0,42,1,-73.0464309,40.9086014,4957,682
"840",209,0,0,9,2,1,3,0,1,0,97,1,-73.5623575,40.6031326,1758,761
"841",223,0,0,5,1,3,3,0,3,0,122,1,-74.5873348,40.3379035,4630,702
"842",281,0,0,9,0,4,4,1,2,1,134,1,-74.0623244,40.1030781,2549,668
"843",NA,1,1,5,1,0,2,3,1,1,82,1,-72.6210303,41.7785885,2705,686
"844",91,0,0,5,0,3,1,0,2,1,49,1,-73.8713099,40.8723987,9733,556
