"","X","convert_ind","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","split","freq_agent"
"416",416,NA,0,0,2,2,2,3,1,2,0,94,"Test",1
"417",417,0,1,0,3,1,2,4,2,2,0,95,"Train",0
"418",418,0,0,0,3,2,1,4,2,1,1,181,"Train",0
"419",419,0,0,0,2,0,4,2,0,3,1,52,"Train",0
"420",420,0,0,0,5,1,3,2,0,1,0,118,"Train",0
"421",421,0,0,0,9,1,0,3,0,2,1,117,"Train",0
"422",422,NA,0,0,5,2,0,1,1,1,0,63,"Test",1
"423",423,0,0,0,7,1,2,1,1,3,2,17,"Train",1
"424",424,0,0,0,4,1,4,1,0,3,0,18,"Train",1
"425",425,0,0,0,4,2,0,1,1,3,2,74,"Train",1
"426",426,NA,0,0,0,2,3,2,2,1,0,105,"Test",1
"427",427,0,0,0,0,1,1,2,0,3,0,92,"Train",1
"428",428,0,1,1,8,0,4,3,0,1,0,135,"Train",1
"429",429,NA,1,1,5,1,1,3,1,1,0,121,"Test",1
"430",430,NA,1,1,2,0,3,1,1,1,0,72,"Test",0
"431",431,NA,0,0,7,2,0,4,1,2,1,134,"Test",1
"432",432,NA,0,0,1,1,1,1,0,1,0,43,"Test",1
"433",433,0,0,0,5,0,0,1,0,1,0,34,"Train",0
"434",434,0,1,0,4,0,4,1,2,2,1,54,"Train",1
"435",435,NA,0,0,4,1,1,3,3,2,0,87,"Test",1
"436",436,NA,0,0,6,0,2,1,1,1,1,46,"Test",1
"437",437,0,0,0,8,2,0,2,0,3,0,73,"Train",0
"438",438,0,0,0,2,0,4,2,3,1,1,62,"Train",1
"439",439,NA,1,1,8,1,3,3,0,1,0,88,"Test",0
"440",440,0,1,1,7,2,0,2,1,3,1,60,"Train",1
"441",441,NA,0,0,2,2,0,2,3,2,0,120,"Test",0
"442",442,0,1,1,7,1,1,1,3,3,0,17,"Train",1
"443",443,NA,0,0,0,1,4,1,2,3,0,46,"Test",1
"444",444,0,1,0,9,2,0,4,1,1,0,142,"Train",0
"445",445,0,0,0,5,1,4,1,2,1,2,17,"Train",1
"446",446,0,0,0,4,2,2,2,2,1,1,59,"Train",1
"447",447,NA,1,0,0,0,0,4,0,3,1,120,"Test",0
"448",448,1,1,1,0,2,2,1,1,3,0,55,"Train",1
"449",449,0,0,0,1,2,0,1,2,1,0,71,"Train",1
"450",450,0,0,0,0,0,4,5,0,2,0,122,"Train",1
"451",451,0,0,0,7,1,3,1,2,1,0,53,"Train",0
"452",452,1,0,0,7,2,1,1,1,3,1,44,"Train",1
"453",453,0,0,0,4,1,2,2,3,1,1,49,"Train",1
"454",454,NA,1,1,5,0,0,2,0,2,1,70,"Test",1
"455",455,1,1,1,1,2,1,1,1,1,1,43,"Train",1
"456",456,NA,0,0,3,1,0,2,2,1,0,77,"Test",1
"457",457,NA,0,0,6,1,3,1,1,1,0,54,"Test",1
"458",458,0,0,0,9,1,1,1,2,1,2,46,"Train",1
"459",459,1,1,0,8,2,2,1,0,2,1,58,"Train",1
"460",460,0,0,0,3,2,0,5,0,1,0,128,"Train",1
"461",461,0,0,0,1,2,0,1,2,3,0,18,"Train",1
"462",462,0,1,0,9,0,1,2,1,1,0,104,"Train",0
"463",463,0,0,0,1,0,2,3,1,2,1,80,"Train",1
"464",464,0,0,0,5,2,2,4,2,2,0,88,"Train",1
"465",465,0,0,0,0,1,4,3,2,3,2,101,"Train",1
"466",466,NA,1,0,1,0,1,2,0,1,1,83,"Test",1
"467",467,NA,0,0,4,2,0,3,1,2,1,130,"Test",1
"468",468,0,1,1,0,1,4,1,0,3,0,18,"Train",1
"469",469,NA,0,0,5,0,4,2,1,1,0,147,"Test",1
"470",470,0,0,0,5,2,3,2,0,2,0,81,"Train",1
"471",471,0,0,0,7,1,0,2,1,2,1,123,"Train",0
"472",472,0,0,0,4,2,3,3,1,2,0,127,"Train",1
"473",473,0,0,0,4,2,1,4,1,2,0,220,"Train",1
"474",474,0,0,0,9,2,1,3,2,2,0,82,"Train",1
"475",475,NA,0,0,2,0,1,1,1,1,0,17,"Test",1
"476",476,0,0,0,2,0,1,1,2,1,2,55,"Train",0
"477",477,0,0,0,9,0,3,1,2,1,1,40,"Train",1
"478",478,0,0,0,3,1,1,1,0,2,2,46,"Train",0
"479",479,0,1,0,0,1,1,2,1,2,0,116,"Train",1
"480",480,0,1,1,9,2,0,1,3,2,0,44,"Train",1
"481",481,1,1,1,4,1,2,1,0,2,0,52,"Train",0
"482",482,1,0,0,7,0,0,3,2,1,1,90,"Train",0
"483",483,NA,0,0,8,2,2,1,2,1,0,33,"Test",1
"484",484,0,0,0,3,1,0,2,2,2,1,80,"Train",1
"485",485,1,1,1,5,2,0,2,2,1,0,59,"Train",0
"486",486,0,0,0,5,2,3,3,2,1,2,75,"Train",0
"487",487,NA,0,0,6,1,2,1,2,1,0,56,"Test",1
"488",488,0,0,0,4,2,1,2,2,1,0,102,"Train",0
"489",489,0,0,0,2,0,4,1,2,1,1,49,"Train",1
"490",490,0,0,0,2,1,2,3,1,1,1,122,"Train",0
"491",491,0,0,0,8,1,2,1,2,2,1,17,"Train",1
"492",492,0,0,0,2,0,4,3,0,1,1,96,"Train",1
"493",493,0,0,0,1,0,4,1,1,2,0,67,"Train",0
"494",494,NA,0,0,9,1,2,1,1,2,1,51,"Test",0
"495",495,NA,1,1,1,1,3,1,1,3,1,42,"Test",1
"496",496,0,0,0,5,0,2,5,1,2,1,135,"Train",1
"497",497,NA,0,0,0,0,4,2,2,1,0,56,"Test",1
"498",498,0,0,0,3,0,3,1,2,1,1,56,"Train",0
"499",499,NA,0,0,0,1,2,3,3,3,1,125,"Test",0
"500",500,NA,0,0,0,2,1,1,1,2,1,59,"Test",1
"501",501,1,1,1,4,0,0,4,1,1,1,129,"Train",1
"502",502,0,0,0,9,1,3,4,0,1,0,93,"Train",1
"503",503,0,1,1,4,1,2,1,0,2,0,16,"Train",1
"504",504,NA,0,0,7,0,2,1,3,1,1,54,"Test",1
"505",505,1,0,0,2,2,0,1,2,2,0,46,"Train",1
"506",506,0,0,0,5,2,2,1,0,1,1,62,"Train",1
"507",507,NA,0,0,9,1,1,1,0,2,0,54,"Test",1
"508",508,0,0,0,4,1,1,2,0,1,1,100,"Train",1
"509",509,0,0,0,7,2,2,2,2,2,0,108,"Train",1
"510",510,0,0,0,9,0,4,3,2,1,0,83,"Train",1
"511",511,0,1,0,1,2,0,5,0,1,2,179,"Train",1
"512",512,NA,0,0,4,3,0,3,3,1,0,79,"Test",1
"513",513,0,0,0,2,1,2,3,0,2,0,71,"Train",1
"514",514,0,0,0,5,1,0,2,1,1,0,99,"Train",1
"515",515,NA,1,1,7,1,2,2,2,1,0,50,"Test",1
"516",516,0,0,0,4,1,2,1,1,2,0,31,"Train",1
"517",517,NA,0,0,2,1,4,1,0,2,0,39,"Test",1
"518",518,NA,0,0,6,0,3,4,3,1,0,125,"Test",1
"519",519,0,0,0,0,1,2,3,1,1,1,92,"Train",1
"520",520,0,0,0,3,1,3,1,2,2,0,44,"Train",1
"521",521,NA,0,0,4,1,1,1,1,3,0,32,"Test",0
"522",522,NA,0,0,3,2,0,5,0,1,1,114,"Test",1
"523",523,0,1,0,0,1,0,1,2,1,0,16,"Train",1
"524",524,0,0,0,3,2,0,1,0,1,2,62,"Train",1
"525",525,NA,0,0,1,0,3,2,2,2,1,71,"Test",0
"526",526,0,0,0,4,0,3,5,3,2,0,170,"Train",1
"527",527,0,1,0,4,1,2,3,1,1,0,80,"Train",1
"528",528,0,0,0,1,0,4,1,0,1,2,43,"Train",1
"529",529,NA,0,0,8,0,4,2,1,1,0,107,"Test",1
"530",530,0,1,1,2,1,3,2,0,3,1,117,"Train",1
"531",531,NA,0,0,8,2,3,1,1,1,1,57,"Test",1
"532",532,NA,1,0,8,1,1,5,1,1,0,115,"Test",1
"533",533,0,0,0,1,1,3,2,1,2,0,101,"Train",1
"534",534,NA,0,0,2,2,1,1,1,2,1,53,"Test",0
"535",535,0,0,0,4,1,3,1,0,3,2,41,"Train",1
"536",536,0,0,0,0,0,3,3,1,3,0,128,"Train",1
"537",537,0,0,0,9,1,3,2,0,1,0,102,"Train",0
"538",538,0,0,0,5,0,4,3,1,1,2,131,"Train",1
"539",539,0,0,0,5,1,1,2,0,1,0,79,"Train",0
"540",540,0,0,0,0,0,0,6,2,1,0,141,"Train",0
"541",541,0,0,0,1,2,0,2,1,2,1,100,"Train",1
"542",542,NA,0,0,8,0,3,4,2,1,0,141,"Test",1
"543",543,0,0,0,4,1,3,2,0,1,1,98,"Train",0
"544",544,0,1,0,9,0,3,2,2,1,0,99,"Train",1
"545",545,0,0,0,0,1,0,1,2,1,0,60,"Train",1
"546",546,NA,0,0,4,0,3,1,2,1,1,65,"Test",1
"547",547,0,0,0,0,1,1,2,2,3,2,113,"Train",1
"548",548,0,0,0,9,0,2,2,2,1,0,60,"Train",1
"549",549,1,0,0,0,2,0,2,2,2,2,57,"Train",0
"550",550,0,0,0,9,2,0,2,1,1,0,101,"Train",1
"551",551,NA,1,1,0,2,2,1,1,1,2,64,"Test",1
"552",552,0,0,0,4,2,0,1,1,3,2,70,"Train",0
"553",553,0,0,0,6,0,4,1,2,1,1,63,"Train",1
"554",554,0,1,1,2,1,1,6,1,2,1,138,"Train",1
"555",555,0,1,1,8,2,1,5,1,1,1,120,"Train",0
"556",556,0,0,0,9,0,4,1,3,2,0,53,"Train",1
"557",557,0,1,0,0,1,1,5,1,3,1,130,"Train",0
"558",558,0,1,0,7,2,3,1,1,1,1,49,"Train",1
"559",559,0,0,0,5,1,3,1,2,1,2,48,"Train",1
"560",560,0,0,0,2,0,3,2,2,3,0,82,"Train",1
"561",561,0,1,1,3,0,4,2,1,3,1,95,"Train",0
"562",562,0,0,0,0,0,0,1,0,1,0,54,"Train",1
"563",563,NA,1,0,8,0,3,1,3,1,0,48,"Test",0
"564",564,NA,0,0,1,0,3,2,1,3,2,95,"Test",1
"565",565,NA,0,0,5,1,1,1,2,1,0,30,"Test",0
"566",566,NA,1,1,6,2,1,2,1,1,1,107,"Test",0
"567",567,0,0,0,1,0,4,2,1,1,1,94,"Train",1
"568",568,NA,0,0,2,2,1,2,1,1,0,118,"Test",0
"569",569,0,0,0,0,0,4,2,1,3,1,53,"Train",0
"570",570,0,0,0,4,1,2,2,0,3,0,108,"Train",1
"571",571,1,0,0,9,0,3,1,3,3,0,41,"Train",1
"572",572,0,1,0,4,1,3,5,2,1,1,122,"Train",0
"573",573,NA,0,0,7,2,0,2,1,1,1,70,"Test",1
"574",574,0,1,1,6,0,4,2,1,2,1,61,"Train",1
"575",575,NA,1,0,2,0,3,1,1,2,2,54,"Test",0
"576",576,0,0,0,3,0,3,3,0,2,1,80,"Train",0
"577",577,0,0,0,5,1,2,1,2,1,0,38,"Train",0
"578",578,0,0,0,3,2,3,2,0,2,1,95,"Train",1
"579",579,0,0,0,3,0,4,2,1,2,1,119,"Train",1
"580",580,NA,0,0,5,1,0,1,3,1,2,51,"Test",1
"581",581,0,1,0,2,2,1,2,1,2,2,94,"Train",1
"582",582,0,0,0,9,2,1,3,1,1,1,112,"Train",1
"583",583,1,0,0,5,2,0,1,1,1,0,56,"Train",1
"584",584,NA,0,0,5,2,0,2,1,2,0,141,"Test",1
"585",585,0,0,0,2,2,0,3,0,1,0,133,"Train",1
"586",586,0,0,0,5,2,2,4,1,2,0,117,"Train",0
"587",587,0,0,0,5,1,3,1,1,3,0,36,"Train",1
"588",588,NA,0,0,2,1,3,2,1,1,0,99,"Test",1
"589",589,0,0,0,5,2,0,2,2,1,0,123,"Train",1
"590",590,0,0,0,3,0,3,2,0,1,1,102,"Train",0
"591",591,0,1,0,9,0,3,2,1,1,0,112,"Train",0
"592",592,NA,1,0,9,2,1,2,0,1,0,108,"Test",1
"593",593,0,0,0,4,0,3,3,0,2,1,117,"Train",1
"594",594,NA,1,1,9,2,3,3,1,1,1,98,"Test",0
"595",595,0,0,0,1,1,2,1,1,1,1,17,"Train",1
"596",596,NA,0,0,8,0,4,4,2,3,0,91,"Test",1
"597",597,NA,0,0,5,1,2,1,2,2,0,61,"Test",1
"598",598,0,0,0,7,1,2,5,2,1,1,148,"Train",1
"599",599,0,0,0,1,2,2,2,0,2,0,74,"Train",1
"600",600,0,0,0,5,2,3,1,1,1,0,61,"Train",1
"601",601,0,1,1,9,2,1,3,0,2,2,98,"Train",1
"602",602,1,0,0,0,2,3,3,2,1,0,104,"Train",1
"603",603,0,0,0,9,2,2,3,2,2,1,84,"Train",1
"604",604,0,0,0,4,2,1,2,1,1,0,86,"Train",0
"605",605,0,0,0,5,0,3,1,2,1,1,32,"Train",1
"606",606,0,0,0,2,2,0,5,1,1,1,123,"Train",1
"607",607,0,0,0,3,0,4,1,0,3,0,41,"Train",1
"608",608,NA,0,0,2,0,4,2,1,1,1,93,"Test",1
"609",609,NA,0,0,7,0,3,1,2,2,1,17,"Test",1
"610",610,NA,0,0,4,2,0,1,1,1,2,39,"Test",1
"611",611,1,1,1,7,1,2,1,1,1,0,16,"Train",0
"612",612,0,0,0,1,0,1,1,2,3,0,17,"Train",0
"613",613,0,0,0,2,2,1,1,3,1,0,49,"Train",0
"614",614,0,0,0,6,2,0,4,1,3,0,137,"Train",1
"615",615,NA,0,0,8,0,4,1,2,1,0,34,"Test",1
"616",616,0,0,0,2,1,2,3,3,2,0,66,"Train",1
"617",617,0,0,0,5,1,1,2,2,2,0,96,"Train",0
"618",618,0,1,1,7,3,1,1,2,1,0,52,"Train",1
"619",619,0,1,1,0,0,0,1,0,3,0,43,"Train",0
"620",620,NA,1,1,2,2,0,2,0,2,1,71,"Test",1
"621",621,0,0,0,0,0,0,3,3,1,0,124,"Train",1
"622",622,0,0,0,1,2,0,4,1,3,1,129,"Train",1
"623",623,0,0,0,6,1,0,3,2,2,1,129,"Train",1
"624",624,NA,0,0,4,0,1,3,1,1,1,86,"Test",0
"625",625,0,1,0,7,2,1,5,3,1,0,142,"Train",1
"626",626,NA,1,0,2,1,2,4,2,2,0,107,"Test",0
"627",627,0,0,0,6,1,2,1,1,1,1,46,"Train",1
"628",628,0,0,0,5,0,1,3,0,1,1,103,"Train",1
"629",629,0,0,0,1,0,4,3,2,1,0,79,"Train",1
"630",630,0,1,0,3,0,1,4,2,1,2,103,"Train",1
"631",631,0,0,0,0,0,2,2,2,1,1,100,"Train",1
"632",632,1,0,0,5,2,2,3,1,2,1,110,"Train",1
"633",633,1,1,0,9,1,1,2,1,3,0,139,"Train",1
"634",634,1,0,0,4,0,4,1,1,3,0,44,"Train",0
"635",635,0,0,0,1,1,1,2,1,2,0,94,"Train",0
"636",636,0,0,0,0,1,1,5,2,2,0,137,"Train",0
"637",637,0,1,1,4,2,2,2,0,1,0,121,"Train",1
"638",638,0,0,0,7,2,1,1,3,1,1,75,"Train",1
"639",639,0,0,0,1,1,1,2,2,2,2,84,"Train",1
"640",640,0,1,1,1,0,0,1,1,1,0,46,"Train",0
"641",641,0,0,0,1,1,2,2,3,2,2,104,"Train",1
"642",642,0,1,1,9,0,0,1,1,1,1,44,"Train",1
"643",643,NA,0,0,4,0,4,3,2,3,0,126,"Test",0
"644",644,0,1,0,6,2,1,3,1,1,0,65,"Train",1
"645",645,NA,0,0,4,0,2,3,1,1,0,98,"Test",0
"646",646,NA,1,1,5,1,2,1,1,1,0,54,"Test",1
"647",647,0,0,0,2,0,4,1,0,3,0,36,"Train",0
"648",648,1,1,1,3,1,1,1,1,3,0,20,"Train",0
"649",649,0,1,0,2,1,4,1,0,1,0,38,"Train",1
"650",650,0,1,0,4,1,1,1,2,3,0,30,"Train",1
"651",651,NA,1,1,7,2,2,2,0,2,0,74,"Test",0
"652",652,0,0,0,6,1,3,3,1,2,1,70,"Train",0
"653",653,0,0,0,2,0,4,1,2,3,0,48,"Train",1
"654",654,NA,0,0,9,1,2,2,3,1,1,103,"Test",0
"655",655,0,0,0,7,1,3,1,2,2,0,53,"Train",1
"656",656,1,0,0,2,2,0,3,3,1,0,128,"Train",0
"657",657,NA,1,1,5,0,4,2,1,1,0,108,"Test",0
"658",658,1,1,1,9,1,1,1,0,1,0,51,"Train",1
"659",659,0,1,1,4,1,0,1,2,1,0,46,"Train",1
"660",660,0,0,0,7,0,4,3,2,3,0,137,"Train",1
"661",661,0,0,0,0,2,2,1,1,2,0,41,"Train",1
"662",662,0,1,1,4,1,2,3,1,3,0,126,"Train",1
"663",663,0,0,0,5,0,4,3,1,1,0,129,"Train",0
"664",664,NA,0,0,5,0,4,2,0,1,0,67,"Test",0
"665",665,0,0,0,6,1,1,1,3,1,0,49,"Train",1
"666",666,NA,0,0,9,1,0,1,1,1,1,18,"Test",0
"667",667,0,1,1,6,1,2,3,0,2,0,112,"Train",1
"668",668,1,1,1,3,3,4,3,0,2,0,127,"Train",1
"669",669,0,0,0,0,0,4,3,2,1,1,126,"Train",1
"670",670,0,0,0,0,0,3,1,3,1,1,29,"Train",0
"671",671,0,0,0,9,1,0,1,2,1,0,54,"Train",1
"672",672,0,1,1,1,2,0,3,0,1,2,82,"Train",1
"673",673,NA,1,1,7,3,2,2,1,1,1,101,"Test",1
"674",674,0,0,0,9,1,4,2,0,3,1,72,"Train",1
"675",675,NA,0,0,0,0,1,3,1,3,0,131,"Test",1
"676",676,0,0,0,5,1,1,3,0,3,0,94,"Train",1
"677",677,NA,0,0,1,1,1,1,1,1,0,45,"Test",1
"678",678,1,0,0,4,1,1,3,2,2,0,124,"Train",1
"679",679,NA,0,0,2,0,4,1,0,1,0,21,"Test",0
"680",680,0,0,0,8,1,3,1,2,1,0,48,"Train",1
"681",681,0,0,0,9,1,1,2,1,1,0,124,"Train",0
"682",682,1,0,0,7,2,0,1,2,1,1,53,"Train",0
"683",683,0,1,1,1,3,1,5,2,1,1,104,"Train",1
"684",684,1,0,0,7,0,4,2,1,3,2,88,"Train",1
"685",685,1,1,1,0,2,0,1,2,3,0,41,"Train",0
"686",686,0,1,1,9,0,4,3,0,1,1,102,"Train",0
"687",687,0,0,0,0,1,2,1,2,3,0,56,"Train",1
"688",688,0,1,1,2,0,4,2,0,1,1,132,"Train",1
"689",689,NA,0,0,2,0,4,3,0,1,0,104,"Test",1
"690",690,0,1,1,4,0,4,1,1,2,1,52,"Train",1
"691",691,NA,0,0,7,2,3,1,1,1,0,19,"Test",1
"692",692,0,1,0,6,1,3,2,2,2,1,105,"Train",1
"693",693,0,0,0,3,1,1,2,1,1,2,102,"Train",1
"694",694,1,1,1,1,0,3,1,1,1,1,56,"Train",1
"695",695,0,0,0,4,1,2,5,2,1,0,147,"Train",1
"696",696,0,1,1,5,1,4,2,1,2,0,121,"Train",1
"697",697,0,0,0,1,2,0,2,3,1,0,146,"Train",1
"698",698,0,0,0,6,1,3,3,0,2,0,68,"Train",1
"699",699,0,1,1,7,1,2,1,1,3,0,37,"Train",1
"700",700,1,0,0,2,0,4,1,0,2,0,49,"Train",1
"701",701,0,0,0,1,1,0,1,0,3,0,59,"Train",1
"702",702,0,1,1,2,0,4,1,3,2,0,48,"Train",0
"703",703,1,1,0,3,2,2,3,2,1,1,133,"Train",0
"704",704,NA,0,0,9,0,4,3,2,2,0,81,"Test",1
"705",705,0,0,0,5,1,2,1,0,3,0,28,"Train",1
"706",706,0,1,1,5,0,4,2,1,2,1,92,"Train",1
"707",707,1,0,0,2,1,2,1,1,2,0,50,"Train",0
"708",708,0,0,0,8,2,0,1,1,2,0,50,"Train",1
"709",709,0,1,1,8,0,4,3,1,3,0,73,"Train",1
"710",710,NA,1,1,0,0,3,5,3,2,0,159,"Test",1
"711",711,0,0,0,0,1,3,1,1,2,1,52,"Train",1
"712",712,0,0,0,4,1,2,3,1,1,1,99,"Train",1
"713",713,NA,0,0,2,3,1,2,2,2,0,82,"Test",0
"714",714,0,0,0,2,0,4,2,0,1,2,56,"Train",1
"715",715,0,0,0,1,0,3,3,1,3,0,81,"Train",1
"716",716,NA,0,0,0,0,0,6,2,3,0,191,"Test",1
"717",717,0,1,1,2,1,3,3,2,2,0,81,"Train",1
"718",718,0,0,0,5,2,3,2,1,1,0,61,"Train",1
"719",719,0,1,1,0,0,3,2,2,2,1,120,"Train",1
"720",720,0,0,0,0,1,1,1,1,3,1,65,"Train",1
"721",721,1,0,0,9,2,1,2,1,1,0,81,"Train",1
"722",722,0,0,0,5,3,2,2,2,3,0,117,"Train",1
"723",723,0,0,0,0,0,0,1,2,2,0,16,"Train",1
"724",724,1,0,0,4,2,1,1,1,3,2,18,"Train",0
"725",725,0,0,0,4,0,4,1,1,2,0,72,"Train",1
"726",726,NA,1,0,0,1,1,2,2,2,0,117,"Test",1
"727",727,0,0,0,1,2,2,1,1,1,0,36,"Train",1
"728",728,0,0,0,4,1,1,1,0,1,2,46,"Train",1
"729",729,0,0,0,4,1,3,2,1,1,0,104,"Train",1
"730",730,0,1,1,3,0,4,2,3,1,2,74,"Train",0
"731",731,1,0,0,0,2,0,3,1,1,0,99,"Train",1
"732",732,NA,0,0,1,2,1,3,1,2,1,73,"Test",1
"733",733,0,0,0,5,0,3,3,2,1,0,116,"Train",0
"734",734,0,1,0,2,0,2,1,0,2,0,43,"Train",1
"735",735,0,0,0,3,2,4,2,1,2,0,104,"Train",0
"736",736,0,0,0,8,1,1,3,2,3,2,132,"Train",1
"737",737,0,0,0,4,1,3,1,0,1,1,69,"Train",1
"738",738,0,0,0,2,0,0,6,2,1,0,170,"Train",0
"739",739,0,0,0,4,1,0,1,1,1,0,42,"Train",1
"740",740,NA,0,0,5,2,1,1,0,1,0,41,"Test",1
"741",741,0,1,0,1,0,3,1,1,1,0,54,"Train",1
"742",742,0,0,0,9,2,0,1,1,2,2,39,"Train",0
"743",743,0,0,0,5,1,1,2,2,3,0,67,"Train",1
"744",744,1,0,0,5,2,1,3,1,1,0,120,"Train",0
"745",745,1,0,0,9,2,4,1,1,1,2,39,"Train",0
"746",746,0,0,0,4,1,0,3,1,3,0,136,"Train",1
"747",747,NA,0,0,4,1,2,1,0,3,1,37,"Test",0
"748",748,0,0,0,7,1,2,1,1,1,1,65,"Train",1
"749",749,0,0,0,9,1,1,1,1,1,1,19,"Train",1
"750",750,0,0,0,4,2,2,5,2,1,1,118,"Train",0
"751",751,0,0,0,0,0,4,3,1,1,1,149,"Train",1
"752",752,0,0,0,2,1,2,1,1,1,1,18,"Train",0
"753",753,NA,0,0,3,1,3,3,0,3,1,101,"Test",1
"754",754,0,0,0,6,1,2,3,1,1,1,84,"Train",0
"755",755,NA,0,0,0,1,1,1,2,1,1,33,"Test",0
"756",756,0,0,0,6,2,1,1,2,2,0,63,"Train",0
"757",757,0,0,0,1,0,2,5,2,1,1,184,"Train",1
"758",758,0,1,1,2,0,4,2,1,1,0,116,"Train",0
"759",759,NA,1,1,3,1,1,3,1,1,1,112,"Test",1
"760",760,0,0,0,7,2,4,4,0,1,1,137,"Train",1
"761",761,0,0,0,5,0,4,3,2,2,0,92,"Train",0
"762",762,NA,0,0,9,0,4,1,3,2,0,32,"Test",1
"763",763,0,0,0,0,2,1,3,1,3,0,127,"Train",1
"764",764,NA,0,0,3,2,1,3,1,1,0,93,"Test",1
"765",765,NA,1,1,1,0,4,4,2,1,0,118,"Test",1
"766",766,0,0,0,3,1,3,4,2,2,1,117,"Train",0
"767",767,0,0,0,5,0,4,2,1,2,0,68,"Train",1
"768",768,0,0,0,4,2,0,2,0,1,0,93,"Train",1
"769",769,0,0,0,1,1,1,5,2,3,0,184,"Train",1
"770",770,0,0,0,2,0,4,2,1,2,0,57,"Train",1
"771",771,0,0,0,7,2,1,4,2,3,2,102,"Train",1
"772",772,0,0,0,4,2,1,1,1,2,0,48,"Train",1
"773",773,0,1,1,5,0,3,3,0,1,1,70,"Train",0
"774",774,NA,0,0,6,0,0,2,0,1,0,71,"Test",1
"775",775,0,0,0,2,1,1,1,0,3,0,57,"Train",1
"776",776,NA,0,0,1,1,1,3,0,3,0,130,"Test",1
"777",777,NA,0,0,2,1,4,1,2,1,1,41,"Test",1
"778",778,NA,0,0,5,1,2,1,3,2,0,67,"Test",1
"779",779,0,0,0,3,0,4,1,0,2,0,33,"Train",1
"780",780,1,1,0,7,0,3,1,1,1,2,17,"Train",0
"781",781,0,0,0,0,0,0,2,2,3,1,100,"Train",1
"782",782,0,0,0,7,2,0,1,3,2,0,40,"Train",1
"783",783,0,0,0,4,1,2,5,0,2,0,157,"Train",0
"784",784,1,1,1,6,1,2,2,1,1,1,94,"Train",1
"785",785,NA,1,1,2,1,0,2,1,1,0,63,"Test",1
"786",786,1,0,0,4,0,4,3,0,2,1,125,"Train",1
"787",787,0,1,1,7,0,4,3,2,1,0,106,"Train",0
"788",788,NA,0,0,4,0,4,5,3,2,0,155,"Test",1
"789",789,NA,0,0,9,1,2,2,3,3,1,99,"Test",1
"790",790,NA,1,1,6,1,3,4,1,3,0,85,"Test",1
"791",791,0,1,1,6,1,4,2,1,2,0,78,"Train",1
"792",792,0,1,1,9,1,2,4,2,2,1,149,"Train",1
"793",793,0,1,0,1,1,1,2,1,1,0,102,"Train",0
"794",794,0,0,0,9,0,2,1,3,1,0,81,"Train",1
"795",795,0,0,0,4,1,2,2,2,2,2,108,"Train",1
"796",796,0,0,0,0,3,3,1,1,1,0,44,"Train",0
"797",797,NA,0,0,7,1,2,3,2,1,1,86,"Test",1
"798",798,0,0,0,8,0,1,4,1,3,0,119,"Train",1
"799",799,0,1,1,5,0,1,2,1,1,0,113,"Train",1
"800",800,0,0,0,2,1,1,1,0,1,0,51,"Train",1
"801",801,0,0,0,9,1,1,2,1,2,0,63,"Train",1
"802",802,0,1,0,2,0,4,2,2,1,1,94,"Train",1
"803",803,0,1,1,0,1,3,2,2,3,0,68,"Train",1
"804",804,0,0,0,9,2,3,2,3,1,1,95,"Train",1
"805",805,NA,0,0,1,0,4,3,2,2,1,107,"Test",1
"806",806,NA,0,0,1,0,1,2,1,1,2,69,"Test",0
"807",807,0,0,0,6,0,4,3,0,3,0,91,"Train",1
"808",808,1,0,0,0,2,0,1,1,2,0,42,"Train",0
"809",809,0,0,0,4,1,1,1,0,3,0,62,"Train",1
"810",810,0,0,0,7,1,3,3,0,3,2,104,"Train",1
"811",811,NA,1,0,7,0,2,1,0,2,0,39,"Test",1
"812",812,0,0,0,7,0,4,2,2,1,0,98,"Train",1
"813",813,0,0,0,6,0,4,1,2,3,0,60,"Train",1
"814",814,NA,1,1,4,0,2,5,3,1,0,158,"Test",1
"815",815,1,0,0,3,2,2,2,3,1,1,77,"Train",0
"816",816,0,0,0,0,1,2,1,1,2,0,48,"Train",1
"817",817,0,0,0,3,2,0,2,2,3,0,100,"Train",1
"818",818,0,0,0,1,2,0,1,0,1,1,18,"Train",1
"819",819,0,1,0,4,2,0,1,2,2,1,63,"Train",0
"820",820,0,0,0,5,0,0,3,2,1,0,81,"Train",1
"821",821,NA,0,0,9,0,1,1,2,1,0,53,"Test",1
"822",822,0,0,0,4,1,1,1,2,1,2,19,"Train",1
"823",823,0,0,0,9,1,2,2,0,2,0,50,"Train",1
"824",824,0,0,0,7,2,0,2,0,1,1,61,"Train",1
"825",825,NA,0,0,4,1,3,2,0,1,1,101,"Test",0
"826",826,NA,1,0,0,1,2,1,1,1,1,43,"Test",1
"827",827,NA,0,0,0,2,1,1,0,1,1,31,"Test",0
"828",828,0,0,0,9,0,3,1,3,1,0,36,"Train",1
"829",829,NA,1,1,1,2,1,1,2,2,0,21,"Test",0
"830",830,0,0,0,5,1,3,1,1,2,0,64,"Train",1
"831",831,0,0,0,4,2,0,2,2,2,0,89,"Train",1
"832",832,0,0,0,5,0,4,4,3,1,0,122,"Train",1
"833",833,NA,1,1,9,2,0,2,0,3,0,102,"Test",1
