discount,Home_policy_ind,m_living_status,m_ownership,df_prior_carrier,df_cov_package,df_cat_zone,quoted_amt,credit_score,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,driver_age,n_safty_rating,car_age,n_car,lon,lat,state_id,Agent_cd,num_date,county_name,n_gender,max_high_edu
0,0,1,0,7,1,1,3139,643,2,1,2,1,70,58,3,1,-73.7095365,40.6294348,5,86979213,17133.625,104,0,1
1,1,0,0,6,1,1,1844,711,5,2,1,0,34,72,5,2,-87.8697056,42.9754355,2,22922012,16495.625,53,-5,1
1,0,2,2,9,0,0,4239,711,2,0,1,0,61,55,4,2,-82.7940297,27.9413341,0,48516700,17756.625,85,2,1
0,0,2,0,7,1,0,3710,694,1,0,1,1,41,78,6,2,-82.5456374,27.3331293,0,59225009,16686.625,8,-1,0
1,0,1,1,4,1,2,6829,611,1,1,1,1,50,89,7,3,-81.7021049,26.1916102,0,74628171,16800.625,111,1,0
0,0,1,0,8,1,2,5255,657,2,1,1,1,38,86,4,2,-74.1739057,40.6311444,5,61321037,16627.625,69,2,1
1,1,2,0,1,1,3,5176,631,1,2,1,0,60,66,5,2,-80.1372757,26.180392,0,13469725,16518.625,12,1,1
0,0,0,0,3,1,3,2009,688,4,2,1,0,27,75,3,1,-74.156292,40.9300511,6,70291885,16911.625,109,0,1
0,0,1,1,4,0,0,1802,797,3,3,3,0,36,70,5,2,-74.223802,40.5761692,6,81423376,17611.625,110,-1,1
1,0,1,0,7,0,1,2155,611,1,1,1,0,47,91,2,1,-80.1763467,26.142147,0,22444431,17150.625,12,1,1
1,1,0,0,0,1,2,1031,767,4,1,1,1,29,53,5,2,-74.2326058,40.7680056,6,46475451,17645.625,55,2,1
0,0,0,0,7,1,2,4221,654,1,1,1,1,17,77,5,2,-73.9183464,42.8162941,5,44347555,16943.625,0,-1,0
0,0,2,0,0,0,0,3538,730,2,2,1,0,43,80,8,2,-73.9859414,40.822166,6,21218786,17437.625,93,0,0
0,0,1,2,2,1,0,3625,699,2,2,2,0,56,76,4,2,-74.4818698,40.4430064,6,58884991,17332.625,110,0,1
0,0,1,0,4,2,0,5720,636,1,0,3,0,33,66,4,2,-78.8736493,42.8943161,5,98929298,17412.625,67,1,0
0,0,0,1,5,0,0,1253,792,1,2,2,0,17,67,5,2,-73.9932872,40.7750791,5,47008638,17018.625,78,-1,0
0,0,2,0,4,0,1,4111,683,1,1,2,0,41,81,5,3,-73.8683697,40.7659246,5,77802714,16480.625,29,1,0
0,0,0,1,2,1,0,7444,559,2,1,1,0,22,78,7,2,-77.7881176,42.2469977,5,84761712,17065.625,60,-2,1
1,1,0,1,7,2,0,18590,489,3,2,1,1,29,74,6,2,-87.9775787,43.0842021,2,30821916,16604.625,53,1,1
1,0,1,0,9,1,2,2374,639,2,1,2,0,46,54,2,1,-74.1592278,39.9741059,6,92298051,17052.625,80,-2,1
0,0,0,0,3,2,3,6352,546,2,2,1,0,34,84,6,2,-73.8477874,40.8690303,5,64855168,17725.625,1,-2,1
0,0,1,1,5,2,4,7629,525,3,2,3,2,39,67,6,3,-73.8477874,40.8690303,5,52713567,17007.625,1,1,1
0,0,0,0,5,2,4,6549,580,2,3,3,0,30,82,5,2,-80.2265545,26.0695412,0,22444431,17406.625,12,0,1
0,0,1,1,5,1,1,2568,668,3,0,1,0,32,70,7,2,-74.2472779,40.836743,6,42723465,17017.625,55,-1,1
0,0,2,0,4,2,4,4080,622,2,1,1,0,47,80,5,2,-82.5077593,28.0133862,0,64312979,16675.625,100,0,1
1,0,2,0,7,1,4,4513,657,1,2,3,2,37,79,6,2,-73.8242621,40.8262186,5,52713567,17805.625,1,-1,1
1,0,0,0,1,1,1,2264,656,5,1,2,0,34,65,4,2,-80.1847167,25.76528,0,84927929,17666.625,81,-5,1
1,0,1,2,5,1,1,10711,523,1,2,1,1,63,77,7,2,-73.9683102,40.7999209,5,70100015,16514.625,78,1,0
0,0,2,0,4,2,4,10175,562,2,2,1,0,46,92,4,1,-73.8477874,40.7901266,5,34672474,16674.625,29,0,1
0,0,1,0,9,1,0,4430,644,2,2,3,0,50,87,6,2,-73.8683697,40.7659246,5,78328194,16448.625,29,0,0
0,0,1,0,7,1,1,4915,663,2,2,1,2,57,86,5,2,-78.8297701,42.8671413,5,33105135,17652.625,67,-2,1
0,0,0,0,9,2,3,9936,557,4,1,1,0,31,72,4,2,-73.9447994,40.8557765,5,86295685,16952.625,78,0,1
0,0,0,0,4,1,1,3071,616,1,1,1,0,17,55,4,2,-73.9183464,41.2916113,5,53323320,17776.625,94,-1,0
1,1,2,0,7,1,1,7710,575,1,1,1,1,56,84,5,2,-73.9271644,40.794065,5,57952556,16698.625,78,-1,1
0,0,0,0,0,1,3,2948,663,2,1,2,0,31,58,6,2,-93.1980527,44.7497326,7,88028796,17683.625,108,-2,1
1,1,1,0,6,2,3,27837,526,3,1,2,0,44,71,4,2,-87.9432837,42.991356,2,23011604,17027.625,53,-3,1
0,0,0,1,3,1,1,2355,632,1,2,1,0,19,61,6,2,-74.3176876,40.5693929,6,73256483,16496.625,110,-1,0
0,0,1,0,7,1,4,5121,579,1,2,1,1,34,89,6,1,-73.5181833,40.7226698,5,32759856,17654.625,104,1,1
1,1,2,0,5,2,3,34173,576,2,0,2,0,42,71,5,2,-84.3436881,33.9900649,4,44024070,16512.625,19,0,1
1,0,1,0,0,1,2,4461,606,2,1,1,0,54,60,5,2,-73.6506776,40.7691114,5,75588957,16856.625,104,0,1
0,0,1,0,6,2,4,8074,513,1,1,3,0,51,79,5,2,-81.0809848,32.081259,4,99573443,17489.625,83,-1,0
1,1,1,0,5,2,4,3532,654,2,0,3,0,54,66,5,2,-74.2120629,40.7132136,6,28393634,17624.625,55,2,1
1,1,2,0,7,2,1,8829,535,1,2,1,0,65,61,4,2,-73.5888575,40.7033646,5,66259281,17881.625,104,-1,1
1,0,1,0,5,2,1,23015,620,2,1,3,0,69,64,5,3,-87.8255007,42.638141,2,26606448,17346.625,102,0,1
0,0,0,0,5,2,4,3368,612,2,1,3,0,26,62,6,2,-82.3289111,29.6422516,0,28431813,17416.625,18,0,1
0,0,1,0,9,0,3,788,778,1,1,2,0,44,63,7,1,-74.0241367,40.1601131,6,51167732,16439.625,4,-1,1
0,0,0,0,0,3,3,4722,645,1,2,2,0,17,64,6,2,-73.9624327,40.6805029,5,15980951,17779.625,50,1,0
1,1,2,0,2,1,1,3100,645,1,2,1,0,63,84,4,2,-74.3792737,40.8822334,6,31533355,16613.625,14,1,0
0,0,2,0,0,2,4,11330,617,2,1,3,0,51,87,8,2,-73.9065883,40.7787902,5,76271163,17782.625,29,0,0
0,0,2,0,0,3,0,1569,722,1,1,3,2,61,85,5,2,-84.2594861,33.7414395,4,56659972,16820.625,73,-1,1
0,0,0,0,1,2,3,3561,691,3,2,1,0,32,48,8,3,-80.1149414,26.237305,0,13469725,17556.625,12,-1,1
0,0,2,1,6,2,3,7040,563,2,2,2,1,55,82,5,3,-73.9932872,40.7750791,5,86295685,16926.625,78,2,1
0,0,0,0,2,2,4,40805,596,3,1,1,0,28,57,8,2,-88.04,30.69,1,61435986,17370.625,101,1,1
0,0,0,0,4,1,1,1008,783,5,0,2,0,28,63,6,2,-74.197388,40.7383636,6,28393634,16571.625,55,-3,1
0,0,0,0,9,2,3,6776,533,2,1,1,2,29,67,5,3,-73.9558204,40.7728432,5,47008638,16765.625,78,2,1
0,0,0,0,8,0,0,3722,664,3,2,3,0,32,69,5,2,-73.8918897,40.7594109,5,76440669,16443.625,29,-1,1
0,0,2,0,2,1,1,4780,598,1,1,1,0,59,68,4,2,-78.8637428,42.8801089,5,67537860,16936.625,67,1,0
0,0,0,0,2,1,2,3852,683,3,0,1,2,29,71,5,2,-74.45185,40.4861552,6,50883176,16441.625,110,1,1
0,0,1,0,4,2,0,3972,702,2,0,2,1,58,74,4,2,-80.2377078,25.8127791,0,16509296,17685.625,81,0,1
0,0,0,0,6,1,1,8172,516,2,2,1,0,44,68,5,2,-73.9506774,40.6788319,5,13428584,16525.625,50,2,0
0,0,0,0,3,0,3,4601,656,2,1,1,0,32,82,2,2,-82.7401087,27.9385015,0,72547142,17109.625,85,0,1
0,0,0,0,4,2,3,4835,620,2,1,2,0,32,76,8,1,-81.3564411,28.334712,0,73909736,16486.625,52,-2,1
0,0,0,2,5,0,1,936,708,1,2,2,0,20,84,4,2,-73.9859414,40.822166,6,41514566,17035.625,93,1,0
0,0,0,0,1,0,1,5730,663,1,2,1,0,21,54,6,2,-80.360297,25.7858514,0,89071409,17860.625,81,-1,1
0,0,2,0,5,0,4,5029,746,1,2,2,0,51,90,7,2,-78.8241068,42.8954613,5,94325308,16621.625,67,1,1
0,0,2,0,5,0,0,1314,764,2,1,2,1,48,78,6,2,-74.0828839,39.9483893,6,35688099,16838.625,80,2,1
0,0,2,0,9,2,4,9956,610,2,2,1,0,51,62,4,2,-84.2805478,33.8092255,4,43987212,17154.625,73,0,1
0,0,1,0,8,1,2,4767,609,2,0,1,0,60,78,4,2,-80.1233175,26.1531223,0,96550783,16562.625,12,2,1
0,0,0,0,2,2,2,27667,518,3,2,3,1,30,70,7,1,-86.2615689,32.3405671,1,48613487,17255.625,40,-3,1
1,1,0,0,0,0,2,2662,676,2,1,2,0,28,66,6,2,-74.1063776,40.658801,6,70641025,16807.625,58,0,1
1,0,2,0,6,1,4,1100,712,3,0,1,1,56,68,6,2,-82.5780878,27.4399922,0,79584019,17730.625,2,-1,0
0,0,2,0,1,1,2,2203,723,1,3,1,1,38,74,4,2,-84.2542195,30.4305062,0,19946144,16467.625,62,-1,1
0,0,2,1,0,0,0,829,753,3,2,1,0,50,81,4,2,-93.4296446,44.9019949,7,41926877,16689.625,44,-1,0
0,0,1,1,2,2,4,5387,672,2,2,2,0,60,64,4,2,-74.2971543,40.727549,6,72727367,17007.625,55,0,1
1,1,1,1,0,2,4,9174,563,1,0,2,1,58,69,4,2,-73.3973936,40.6777841,5,81048133,16727.625,88,1,1
1,1,2,0,1,1,3,2215,672,1,0,1,0,40,87,5,3,-82.5456374,27.3681789,0,72030827,17132.625,8,1,1
0,0,1,0,4,1,3,6078,555,1,1,1,0,57,75,5,4,-73.49462,40.6599676,5,32759856,16883.625,104,-1,1
0,0,2,0,8,2,4,5117,719,1,2,1,1,32,73,5,3,-82.3289111,29.6422516,0,13469725,17200.625,18,1,0
0,0,1,0,6,1,1,2666,628,2,1,1,0,49,67,6,4,-80.2265545,26.0695412,0,13469725,16577.625,12,0,1
0,0,2,0,5,1,2,3853,657,1,2,1,0,48,93,5,2,-74.223802,40.9025415,6,72727367,16763.625,109,-1,1
0,0,1,1,3,2,3,12007,502,2,0,3,1,60,72,5,2,-73.5653021,40.906958,5,86979213,17849.625,104,0,1
0,0,2,0,5,1,2,2306,648,1,1,1,1,40,84,5,3,-74.7673546,40.2187428,6,16109003,17281.625,63,-1,1
0,0,1,1,5,0,0,1329,781,1,1,1,1,45,83,3,2,-74.2912872,40.6772404,6,89335051,16621.625,98,1,0
0,0,1,0,4,1,0,5503,647,3,2,1,0,42,60,4,2,-78.8637428,42.8801089,5,62824983,17595.625,67,1,1
1,1,0,0,0,0,0,1642,773,4,2,2,0,36,72,5,2,-82.7455027,28.2356313,0,56278786,16629.625,103,2,1
0,0,2,0,7,0,0,1027,775,2,1,1,1,66,82,6,3,-73.195196,41.1865502,3,84041118,16756.625,107,0,1
0,0,0,1,4,1,1,1432,833,3,1,3,0,25,69,6,4,-80.3045967,25.9109586,0,68586562,17161.625,81,1,0
0,0,1,0,0,1,2,5826,657,2,0,1,1,50,78,4,2,-73.8279381,42.6907733,5,13483958,16771.625,5,0,1
1,1,2,1,2,1,0,1323,680,1,0,1,0,67,66,5,2,-73.6918806,40.636775,5,75588957,17488.625,104,-1,0
1,0,1,0,1,0,0,2315,625,1,3,1,1,52,93,6,2,-80.4367421,25.4921341,0,37520067,17598.625,81,1,0
0,0,1,0,3,0,1,2956,623,1,2,1,0,51,59,6,1,-80.1484407,25.783312,0,16509296,16917.625,81,1,1
1,0,0,0,3,1,2,1703,764,4,2,2,0,24,63,6,2,-81.806039,26.1917113,0,72026758,16691.625,111,0,1
0,0,0,0,3,0,1,822,712,4,2,1,1,45,85,5,2,-74.4232507,40.6137438,6,72727367,17036.625,98,-2,1
0,0,0,0,2,2,4,11002,519,2,0,3,1,26,64,4,3,-83.3749322,33.954258,4,79151437,17862.625,75,2,1
0,0,2,0,5,1,3,5352,620,2,0,1,0,59,78,3,2,-74.2208673,40.6723782,6,29350734,16448.625,98,0,1
0,0,1,0,9,1,0,4279,666,3,0,2,1,39,75,3,2,-80.1679758,25.7700009,0,13469725,17358.625,81,1,1
0,0,0,0,7,1,2,4775,634,1,1,3,2,17,41,5,2,-80.1819268,26.0898957,0,48947678,16815.625,12,1,0
0,0,0,1,4,1,4,3025,589,1,0,3,0,18,72,6,2,-80.4604643,25.6987264,0,62748310,16995.625,81,1,0
0,0,1,0,4,0,0,2511,684,1,1,3,2,74,72,7,2,-73.9859414,40.822166,6,81250154,17800.625,93,-1,0
0,0,1,0,0,1,1,987,761,2,0,3,0,46,58,6,2,-80.3129541,25.7621935,0,33263469,17730.625,81,-2,1
1,1,1,0,8,2,4,6210,540,3,0,1,0,45,64,6,2,-88.0460894,42.9688506,2,50872918,16948.625,53,3,1
0,0,1,1,5,2,0,3690,644,1,0,1,0,34,69,7,2,-86.8972854,33.5061087,1,38776020,17796.625,45,-1,1
1,0,1,0,4,2,4,10012,517,1,2,2,1,54,72,6,2,-73.5535234,40.6488134,5,70496981,17378.625,104,1,1
0,0,0,0,8,0,0,1991,788,2,0,3,0,36,50,4,2,-73.1674128,41.1743166,3,81956955,17794.625,107,0,0
0,0,0,1,2,2,4,6602,577,2,3,1,1,31,48,5,2,-77.6221091,43.1491054,5,61703618,16785.625,26,0,1
1,1,0,1,7,0,0,4425,648,2,1,3,1,30,74,4,4,-74.2120629,40.821948,6,48773651,17797.625,55,2,1
1,1,0,0,7,1,1,2119,605,1,3,3,0,17,86,6,3,-80.3992652,25.6653934,0,84927929,16792.625,81,1,0
1,0,0,0,9,0,0,2927,649,4,1,1,0,36,72,4,2,-80.6437906,28.1543081,0,96015615,16571.625,31,0,1
0,0,0,0,5,1,4,2312,629,1,2,1,2,17,80,4,2,-74.1122506,40.0876046,6,76579262,17451.625,80,1,0
0,0,0,0,4,0,2,1387,721,2,2,1,1,30,71,5,2,-93.258095,44.9956414,7,21831603,16736.625,44,-2,0
1,1,2,1,0,0,2,1169,743,1,1,3,0,55,79,5,2,-74.2326058,40.7680056,6,87257709,17611.625,55,-1,1
0,0,1,0,1,0,0,1946,778,1,2,1,0,71,83,4,2,-82.6321376,27.7929237,0,47117694,17257.625,85,1,0
0,0,0,0,0,2,4,2738,706,5,0,2,0,24,47,6,2,-93.3337208,45.1243266,7,62735452,17388.625,44,1,1
0,0,2,0,7,1,3,7455,569,1,2,1,0,53,73,4,3,-87.8991514,43.0439776,2,52587537,17186.625,53,1,0
0,0,2,0,7,0,1,1442,800,1,1,3,1,44,91,5,2,-73.7389596,40.6584068,5,36479911,16781.625,29,-1,0
0,0,0,0,4,1,2,2410,605,2,3,1,1,24,78,6,2,-74.0593872,40.2448804,6,33482568,17426.625,4,0,0
1,1,2,0,1,0,1,2276,692,1,1,1,1,43,63,6,1,-82.5023464,27.890814,0,37738931,17737.625,100,1,0
0,0,1,0,9,1,1,2108,603,1,2,1,2,46,81,4,2,-82.4698603,28.0869646,0,14310703,17604.625,100,-1,0
1,0,2,0,8,0,2,2975,620,1,0,2,1,58,69,2,2,-80.2962385,25.778647,0,84927929,17583.625,81,-1,1
0,0,0,0,3,0,0,1390,749,5,0,1,0,26,68,6,4,-93.3767976,45.0155422,7,62506858,16535.625,44,1,1
0,0,0,1,1,0,0,4518,622,1,2,3,0,18,42,6,2,-82.7401087,27.8219579,0,20393952,16564.625,85,1,0
1,0,2,0,9,2,1,6610,535,2,1,1,0,52,80,5,3,-73.6506776,40.7987048,5,33105135,16689.625,104,0,1
0,0,2,0,1,2,2,5091,711,3,1,2,1,27,78,6,1,-80.1484407,25.783312,0,30447369,17226.625,81,1,1
0,0,0,1,5,0,2,1000,777,4,2,2,0,22,64,6,2,-75.0903154,39.9546859,6,57316954,16516.625,99,-2,1
0,0,1,1,0,1,4,3480,629,3,2,3,2,34,79,6,3,-78.7079381,42.9007932,5,98929298,17227.625,67,1,1
1,1,0,0,0,1,4,2695,664,1,0,3,0,18,71,4,2,-73.2676903,40.7276613,5,16153584,16928.625,88,-1,0
0,0,1,1,5,0,3,1034,714,2,0,2,0,40,85,5,2,-75.1253492,39.8888931,6,92780431,17673.625,99,-2,0
0,0,1,0,7,1,0,7336,546,2,1,2,1,62,72,6,4,-88.372493,44.2837065,2,30821916,17593.625,46,0,1
0,0,1,1,4,0,3,1939,711,3,1,2,0,42,69,5,2,-73.0346244,40.8085015,5,95505089,17032.625,88,-1,1
0,0,0,0,4,0,1,1641,725,4,1,2,0,55,78,6,2,-74.0623244,40.1030781,6,46279424,16738.625,4,2,1
0,0,2,0,9,0,1,4492,650,3,2,2,0,27,59,4,2,-80.3380213,25.5734243,0,84927929,17139.625,81,1,1
0,0,1,2,2,2,1,3005,605,1,2,1,2,55,28,5,2,-74.955948,40.0223314,6,76250614,16960.625,39,1,0
0,0,1,0,9,2,3,23510,581,1,2,1,1,40,92,6,2,-84.2061404,33.7939307,4,23337941,16867.625,73,1,0
0,0,2,0,3,1,1,1275,729,1,0,2,2,46,74,4,2,-74.0887576,40.7008528,6,50169131,16889.625,58,1,1
1,0,2,0,0,1,1,4665,593,2,1,2,0,58,87,5,1,-80.3324514,26.1059556,0,14243907,17538.625,12,0,0
1,1,2,0,9,0,0,5857,637,1,3,2,0,44,98,5,4,-73.1231585,40.8169046,5,92495499,17197.625,88,1,0
1,1,2,1,4,1,2,4116,685,1,0,2,0,52,91,5,2,-74.5521869,40.9479587,6,23713663,16994.625,14,-1,0
0,0,0,0,7,2,0,7217,486,3,2,1,1,30,70,4,2,-73.8360251,40.8476284,5,12788355,17027.625,1,-3,1
0,0,2,0,3,1,0,1100,745,2,2,2,1,40,78,6,2,-74.5404694,40.5702869,6,63804902,17377.625,87,2,1
1,1,0,0,5,0,0,5921,574,2,2,1,0,30,67,7,2,-76.1841701,43.1085295,5,42209534,16643.625,13,0,1
0,0,0,1,5,0,3,2206,564,3,2,1,2,25,57,6,2,-75.064035,39.8783477,6,72727367,17366.625,99,3,1
0,0,1,1,4,0,1,1199,749,2,2,1,0,51,74,6,2,-81.806039,26.1917113,0,81746738,17040.625,111,0,1
0,0,1,1,2,2,4,18061,558,1,2,1,1,49,78,2,2,-84.3489467,33.7845409,4,94252958,16635.625,19,1,0
0,0,1,1,2,1,2,16811,518,3,1,1,1,41,77,5,3,-73.7860276,42.6757698,5,47708969,17415.625,5,3,1
0,0,0,0,8,1,2,3647,639,1,2,2,1,17,73,4,2,-82.7401087,27.9385015,0,47117694,16872.625,85,1,0
0,0,1,0,2,2,4,23519,537,3,0,1,1,32,67,5,3,-86.9173327,33.4730218,1,44004365,17229.625,45,-1,1
0,0,2,1,1,2,4,6584,541,1,1,2,0,67,69,5,2,-81.9425701,26.5804293,0,92683462,17791.625,41,1,1
0,0,0,0,5,2,2,7516,592,5,1,2,1,27,72,6,2,-82.6861446,27.7374908,0,36882285,16676.625,85,3,1
0,0,2,1,3,2,3,18350,571,1,2,1,1,56,91,7,2,-86.8671989,33.5053544,1,89585922,17418.625,45,1,0
1,1,0,0,4,2,0,10689,583,4,1,1,1,32,78,5,3,-73.6241855,40.6986257,5,33958256,16749.625,104,0,1
0,0,0,0,9,1,3,1549,716,4,0,1,0,23,71,7,3,-80.1372757,25.9581433,0,47310293,17780.625,81,2,1
1,1,0,0,4,1,2,5159,634,1,0,2,0,16,55,3,2,-74.0094471,40.7860123,6,47785003,17525.625,58,1,0
0,0,1,1,2,0,0,3570,643,1,2,2,0,46,75,3,2,-74.2296713,40.8589645,6,54494890,17431.625,55,-1,1
0,0,2,0,5,0,2,811,770,1,0,1,1,62,73,4,2,-82.7401087,27.9385015,0,70032985,17734.625,85,1,0
0,0,2,0,4,1,1,3011,662,2,0,1,1,50,78,5,3,-93.0485951,44.9687549,7,93829417,17625.625,84,0,1
0,0,1,1,7,0,2,2550,663,2,2,2,0,54,68,3,2,-74.0946311,40.6274394,5,86107360,16910.625,69,0,0
0,0,0,0,9,2,4,13196,566,3,2,1,0,28,66,6,2,-73.506402,40.6814503,5,33958256,17325.625,104,1,0
1,0,0,0,1,0,0,1799,792,5,0,1,2,36,69,6,4,-72.937198,41.2958246,3,55525828,17111.625,35,-1,1
0,0,0,0,2,1,2,3676,668,3,0,2,0,24,77,7,2,-93.3337208,45.1243266,7,53965240,17851.625,44,-1,0
0,0,2,0,5,1,0,2857,619,2,1,1,0,50,66,3,1,-82.723924,27.791959,0,66891179,16889.625,85,2,1
0,0,2,0,4,1,2,3855,637,1,1,2,0,31,53,5,2,-73.6359602,40.6608095,5,33105135,17452.625,104,-1,0
0,0,1,0,0,1,2,8051,645,3,1,1,1,31,62,5,1,-73.8036752,40.8996475,5,74355463,17362.625,94,-3,1
0,0,1,0,3,1,3,1843,744,1,2,2,0,44,85,5,2,-72.8456399,40.8093249,5,17444128,17240.625,88,1,0
1,0,0,0,0,1,0,5527,621,1,2,1,0,16,68,6,2,-82.7428057,28.0056225,0,13181819,17665.625,85,1,0
0,0,2,0,3,0,0,4122,653,1,0,1,2,62,57,6,3,-74.2296713,40.8589645,6,40188947,17353.625,55,-1,0
0,0,0,0,4,2,3,3851,708,5,3,2,0,34,56,7,2,-80.0926014,26.3058811,0,13469725,17126.625,12,1,1
1,0,0,1,4,1,2,2167,659,3,1,1,0,27,59,6,2,-73.9800645,40.6483744,5,30932324,16588.625,50,-3,1
0,0,2,0,1,2,4,22248,556,1,0,1,2,43,58,5,2,-88.0411993,43.0513426,2,42197274,17118.625,53,-1,0
1,1,2,0,2,1,3,9477,630,2,0,3,1,58,62,6,2,-73.7683784,41.0322939,5,22064531,16619.625,94,0,1
0,0,1,0,1,1,3,3514,634,2,1,2,0,50,64,5,3,-81.4388858,28.5775287,0,31802498,16750.625,49,0,1
0,0,1,0,4,1,3,3564,621,1,0,3,2,41,61,5,2,-78.8099472,42.8820351,5,71360590,17548.625,67,-1,0
0,0,2,0,0,2,3,2525,635,3,1,3,0,43,69,2,2,-73.471054,40.666393,5,33105135,16833.625,104,1,1
0,0,1,1,9,1,3,2136,612,2,0,1,0,51,64,5,3,-80.1763467,26.1889227,0,13469725,17745.625,12,2,1
0,0,1,0,5,2,4,3580,584,3,1,1,2,44,91,4,2,-73.2411506,40.7754622,5,95505089,17212.625,88,-3,1
0,0,1,1,5,1,1,4334,635,2,0,1,0,40,82,5,3,-80.0590804,26.5254562,0,13469725,17356.625,97,2,1
0,0,0,0,0,2,0,4917,643,6,2,1,0,24,62,8,2,-73.6477342,40.692165,5,33105135,17670.625,104,0,1
0,0,1,0,1,0,0,2303,570,2,1,2,1,50,87,4,3,-80.3992652,25.6653934,0,19952087,16876.625,81,0,1
0,0,2,0,4,1,3,2013,606,2,0,1,1,49,66,1,2,-74.1181234,40.9074337,6,72727367,17397.625,93,-2,1
1,0,2,0,9,2,3,3811,646,2,2,1,0,50,62,6,3,-78.8241068,42.8954613,5,52802997,16542.625,67,0,1
0,0,2,0,0,1,0,4732,694,1,2,1,0,60,91,6,4,-73.6447908,40.7583894,5,33105135,16877.625,104,-1,1
0,0,2,1,0,1,1,2961,728,2,2,3,2,56,82,7,2,-73.4828374,40.7470968,5,33958256,16607.625,104,0,1
0,0,0,0,9,2,2,4773,615,2,2,1,0,30,80,5,2,-93.2533339,44.9398026,7,53965240,16587.625,44,0,0
0,0,0,0,0,0,0,4325,679,2,2,2,2,28,88,4,2,-73.9447994,40.8557765,5,33105135,17525.625,78,2,1
0,0,2,1,9,0,0,505,801,2,1,1,0,50,76,4,2,-93.2935778,44.9479791,7,87412086,17015.625,44,0,0
0,0,1,0,4,0,0,3071,637,1,1,3,2,70,38,4,1,-82.7940297,27.9413341,0,13469725,17544.625,85,1,1
0,0,1,0,6,2,4,7616,531,1,2,1,1,63,76,4,2,-72.8692711,41.3220272,3,97360281,17180.625,35,1,1
1,1,0,0,2,1,1,4239,660,6,1,2,1,23,65,5,2,-73.7801447,40.7779482,5,93926952,17246.625,29,0,0
1,1,0,0,8,0,1,2274,589,5,1,1,1,24,62,6,2,-74.1680347,39.937763,6,72727367,16874.625,80,-3,1
0,0,2,0,9,2,4,4458,682,1,3,2,0,53,15,6,2,-80.2056382,25.7564471,0,24794622,16964.625,81,1,0
1,0,0,0,0,1,1,5492,677,5,1,3,1,26,64,4,1,-73.4239143,41.0924881,3,81956955,17823.625,107,1,0
1,0,2,1,7,0,3,4421,640,1,1,1,1,49,63,5,3,-78.8778946,42.9752741,5,98929298,17822.625,67,-1,1
0,0,1,0,5,1,3,5539,741,1,2,1,2,48,70,4,2,-73.8713099,40.8723987,5,15973623,16863.625,1,1,1
0,0,2,0,2,2,3,7516,598,2,2,3,0,41,60,6,2,-73.9506774,40.6788319,5,27547828,16714.625,50,-2,1
1,1,2,1,3,2,4,14973,484,2,1,3,1,48,84,4,2,-84.4697663,33.9290987,4,57882549,17074.625,33,0,1
0,0,1,0,0,2,0,8196,570,1,0,1,0,54,66,4,2,-73.88601,40.8621792,5,52221775,16898.625,1,1,0
0,0,2,0,1,2,4,5021,719,2,1,1,1,47,83,4,2,-80.593833,28.179854,0,45054245,16547.625,31,2,1
0,0,0,0,0,2,4,5665,608,2,1,3,1,26,74,4,3,-75.2187346,43.0808833,5,85349160,16980.625,68,-2,1
0,0,2,0,4,1,2,2496,708,2,0,3,0,54,72,5,3,-84.3883717,33.755711,4,55203083,16872.625,19,0,0
0,0,1,0,9,2,3,3129,586,1,3,3,0,41,62,7,2,-81.6309078,30.243028,0,21805692,16732.625,56,1,1
1,0,0,0,4,1,3,3576,600,5,2,1,1,24,70,4,2,-74.0270745,40.773694,6,72727367,17285.625,58,-1,0
1,1,0,0,6,2,4,7294,534,2,1,2,1,30,61,6,3,-80.4604643,25.733888,0,47310293,17076.625,81,-2,1
0,0,0,0,3,2,3,1150,794,3,0,2,1,27,72,5,2,-74.8097703,40.1181399,6,89281825,17725.625,39,-1,0
0,0,2,0,5,1,2,3219,699,1,2,1,0,38,60,4,2,-74.3910019,40.398174,6,72727367,17132.625,110,1,1
0,0,1,0,3,0,3,2954,605,2,0,2,1,48,80,2,2,-93.2693572,44.9836543,7,56175172,16784.625,44,-2,1
0,0,2,0,3,2,4,2523,667,2,1,2,1,60,62,5,2,-74.223802,40.695062,6,83514693,17052.625,98,0,1
1,0,1,0,2,0,1,4569,711,2,1,2,2,47,80,5,3,-73.7389596,40.6584068,5,34672474,16805.625,29,0,1
0,0,2,0,9,0,1,1020,798,3,1,1,1,37,86,5,2,-74.0388252,40.9528921,6,72727367,17153.625,93,-1,0
0,0,2,0,5,0,0,2830,608,1,1,1,0,56,84,6,3,-74.3088879,40.5309535,6,28148761,17428.625,110,-1,1
0,0,1,0,2,0,0,1819,765,3,0,1,0,44,52,4,2,-74.2824862,40.5545823,6,18991931,16459.625,110,1,1
0,0,0,0,5,0,2,10826,587,4,1,2,0,29,78,8,2,-73.9065883,41.0938791,5,33105135,17696.625,86,4,1
0,0,1,0,5,1,3,5601,621,1,1,3,0,36,46,4,2,-73.3119159,40.8647497,5,54880033,17528.625,88,-1,0
0,0,2,0,5,0,0,1459,776,2,2,1,0,62,79,5,4,-74.3059546,40.6569929,6,83514693,17017.625,98,0,0
